Source,Time Since Burst (days),Flux (mJy),Error (mJy),Type,Redshift,Year,In the paper
GRB 211024B,16.34766204,0.384,0,Non-Detection,1.1137,2021,FALSE
GRB 211025A,1.229328704,0.276,0,Non-Detection,Unknown,2021,FALSE
GRB 211221A,0.109039352,0.234,0,Non-Detection,Unknown,2021,FALSE
GRB 220101A,12.43994213,0.262,0.016,Detection,4.618,2022,FALSE
GRB 220101A,14.41229167,0.237,0.019,Detection,4.618,2022,FALSE
GRB 220101A,16.39231481,0.249,0.015,Detection,4.618,2022,FALSE
GRB 220101A,19.51708333,0.173,0.023,Detection,4.618,2022,FALSE
GRB 220101A,21.50262731,0.2,0.019,Detection,4.618,2022,FALSE
GRB 220101A,23.51725694,0.232,0.043,Detection,4.618,2022,FALSE
GRB 220107A,5.28349537,0.123,0,Non-Detection,1.246,2022,FALSE
GRB 220118A,0.52193287,0.234,0,Non-Detection,Unknown,2022,FALSE
GRB 220404A,0.043148704,0.21,0,Non-Detection,Unknown,2022,FALSE
GRB 220408A,0.841890648,0.546,0,Non-Detection,Unknown,2022,FALSE
GRB 220412A,2.4641075,0.677,0.022,Detection,Unknown,2022,FALSE
GRB 220412A,14.36763759,0.624,0.007,Detection,Unknown,2022,FALSE
GRB 220412A,23.36521861,0.8,0.003,Detection,Unknown,2022,FALSE
GRB 220501A,0.682121667,0.45,0,Non-Detection,Unknown,2022,FALSE
GRB 230510A,1.748148889,0.162,0,Non-Detection,Unknown,2023,FALSE
GRB 230812B,2.052542963,0.287,0.024,Detection,0.36,2023,FALSE
GRB 230812B,3.101755926,0.147,0,Non-Detection,0.36,2023,FALSE
GRB 230818A,54.55199787,0.252,0,Non-Detection,2.42,2023,FALSE
GRB 231129A,1.465785463,0.129,0,Non-Detection,Unknown,2023,FALSE
GRB 231129A,5.535206759,0.399,0,Non-Detection,Unknown,2023,FALSE
GRB 231215A,2.507174167,0.222,0.038,Detection,2.305,2023,FALSE
GRB 231215A,15.3620237,0.561,0,Non-Detection,2.305,2023,FALSE
GRB 231215A,22.37084315,0.1478,0.0086,Detection,2.305,2023,FALSE
GRB 231215A,28.42792648,0.168,0.014,Detection,2.305,2023,FALSE
GRB 231222B,8.16124537,0.375,0,Non-Detection,Unknown,2023,FALSE
GRB 231222B,15.17746065,0.153,0,Non-Detection,Unknown,2023,FALSE
GRB 240414A,6.773274352,0.297,0,Non-Detection,Unknown,2024,FALSE
GRB 240414A,14.71759148,0.09,0,Non-Detection,Unknown,2024,FALSE
GRB 240418A,2.189805833,0.192,0,Non-Detection,Unknown,2024,FALSE
GRB 240511A,3.519141667,0.603,0.041,Detection,Unknown,2024,FALSE
GRB 240511A,4.481097685,0.474,0.032,Detection,Unknown,2024,FALSE
GRB 240529A,4.134120278,0.975,0.031,Detection,2.695,2024,TRUE
GRB 240529A,6.138367963,1.642,0.021,Detection,2.695,2024,TRUE
GRB 240529A,9.121388796,1.722,0.021,Detection,2.695,2024,TRUE
GRB 240529A,11.11612259,0.777,0.023,Detection,2.695,2024,TRUE
GRB 240529A,13.11600685,0.689,0.041,Detection,2.695,2024,TRUE
GRB 240529A,15.21376148,0.772,0.034,Detection,2.695,2024,TRUE
GRB 240529A,17.09886565,0.531,0.051,Detection,2.695,2024,TRUE
GRB 240529A,20.29269667,0.58,0.062,Detection,2.695,2024,TRUE
GRB 240529A,22.18908556,0.611,0.039,Detection,2.695,2024,TRUE
GRB 240529A,24.23209481,0.51,0.037,Detection,2.695,2024,TRUE
GRB 240529A,26.20585639,0.339,0.042,Detection,2.695,2024,TRUE
GRB 240529A,35.08017352,0.383,0.148,Detection,2.695,2024,TRUE
GRB 240529A,37.20693278,0.372,0,Non-Detection,2.695,2024,TRUE
GRB 240529A,40.07143509,0.299,0.011,Detection,2.695,2024,TRUE
GRB 240529A,100.7530902,0.327,0,Non-Detection,2.695,2024,TRUE
GRB 240619A,3.501423519,1.49,0.013,Detection,Unknown,2024,TRUE
GRB 240619A,15.47627306,0.825,0.038,Detection,Unknown,2024,TRUE
GRB 240619A,19.39332167,0.884,0.035,Detection,Unknown,2024,TRUE
GRB 240619A,22.35277769,0.657,0.028,Detection,Unknown,2024,TRUE
GRB 240619A,55.31304389,0.545,0.104,Detection,Unknown,2024,TRUE
GRB 240619A,59.45724528,0.789,0.075,Detection,Unknown,2024,TRUE
GRB 240619A,61.34304389,0.77,0.056,Detection,Unknown,2024,TRUE
GRB 240619A,63.28010407,0.588,0.075,Detection,Unknown,2024,TRUE
GRB 240730A,8.840344444,0.126,0,Non-Detection,Unknown,2024,FALSE
GRB 240730A,16.92007824,0.183,0,Non-Detection,Unknown,2024,FALSE
GRB 240730A,19.02424491,0.168,0,Non-Detection,Unknown,2024,FALSE
GRB 240809A,1.482546019,0.6,0,Non-Detection,Unknown,2024,FALSE
GRB 240910A,4.923572315,0.27,0,Non-Detection,Unknown,2024,FALSE
GRB 240910A,18.84170889,0.558,0,Non-Detection,Unknown,2024,FALSE
GRB 240912A,17.20353417,0.742,,Detection,Unknown,2024,FALSE
GRB 241002A,29.29998528,0.204,0,Non-Detection,Unknown,2024,FALSE
GRB 241024A,1.585058981,0.321,0,Non-Detection,Unknown,2024,FALSE
GRB 241030A,26.13715306,0.498,0,Non-Detection,Unknown,2024,FALSE
GRB 250101A,2.235153611,0.186,0,Non-Detection,2.49,2025,FALSE
GRB 250101A,7.207491574,0.516,0,Non-Detection,2.49,2025,FALSE
GRB 251013C,6.183774352,0.922,0.046,Detection,0.572,2025,TRUE
GRB 251013C,4.149758148,0.976,0.049,Detection,0.572,2025,TRUE
GRB 251013C,2.173218796,0.565,0.028,Detection,0.572,2025,TRUE
GRB 251013C,1.157952593,0.557,0.028,Detection,0.572,2025,TRUE
GRB 251013C,9.136783611,1.887,0.094,Detection,0.572,2025,TRUE
GRB 251013C,8.136760463,1.867,0.093,Detection,0.572,2025,TRUE
GRB 251013C,10.13614704,1.868,0.093,Detection,0.572,2025,TRUE
GRB 251013C,12.12651741,1.725,0.086,Detection,0.572,2025,TRUE
GRB 251013C,14.12520954,2.014,0.101,Detection,0.572,2025,TRUE
GRB 251013C,16.11974657,2,0.1,Detection,0.572,2025,TRUE
GRB 251013C,24.1041563,1.351,0.068,Detection,0.572,2025,TRUE
GRB 251013C,25.09240861,0.931,0.047,Detection,0.572,2025,TRUE
GRB 251013C,32.07606602,1.651,0.083,Detection,0.572,2025,TRUE
GRB 251013C,35.06510537,0.639,0.032,Detection,0.572,2025,TRUE
GRB 251013C,38.0596887,0.613,0.031,Detection,0.572,2025,TRUE
GRB 251013C,40.05076509,0.325,0.016,Detection,0.572,2025,TRUE
GRB 251013C,42.06538315,0.748,0.037,Detection,0.572,2025,TRUE
GRB 251013C,44.05092713,0.321,0.016,Detection,0.572,2025,TRUE
GRB 251013C,48.02961926,0.523,0.026,Detection,0.572,2025,TRUE
GRB 251013C,50.02275583,0.428,0.021,Detection,0.572,2025,TRUE
GRB 251013C,53.01595028,0.423,0.021,Detection,0.572,2025,TRUE
GRB 251013C,56.00985074,0.428,0.021,Detection,0.572,2025,TRUE
GRB 251013C,80.93951509,0.33,0,Non-Detection,0.572,2025,TRUE
GRB 251013C,88.91628593,0.51,0,Non-Detection,0.572,2025,TRUE
GRB 251013C,96.91861231,0.57,0,Non-Detection,0.572,2025,TRUE
GRB 251013C,108.8616679,0.618,0,Non-Detection,0.572,2025,TRUE
